Product_name,product_id,User,Review_title,Review_description,Rating,Dates,combined_review,sentiment_scores,sentiment
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,iHerb Customer,excellent,This product is great! i will buy it again. Thanks iherb!,5/5,12/11/2023,excellent This product is great! i will buy it again. Thanks iherb!,"{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9059}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,iHerb Customer,Nice product,Good supplement to sleep well and good quality and composition,5/5,12/12/2023,Nice product Good supplement to sleep well and good quality and composition,"{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.8658}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,iHerb Customer,Good,The product has a significant relaxation effect. Useful for sleeping.,4/5,12/13/2023,Good The product has a significant relaxation effect. Useful for sleeping.,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.875}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,iHerb Customer,Good,"These pills for sleep are amazing, they help me sleep well, and best thing i dont wake up wirh any bad side effects.",4/5,12/14/2023,"Good These pills for sleep are amazing, they help me sleep well, and best thing i dont wake up wirh any bad side effects.","{'neg': 0.097, 'neu': 0.47, 'pos': 0.434, 'compound': 0.9042}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,Walmart Customer,Weird side effects.,Caused a great deal of pain in my arthritic joints. Never expected that. Tried them twice and had the same results.,1/5,12/15/2023,Weird side effects. Caused a great deal of pain in my arthritic joints. Never expected that. Tried them twice and had the same results.,"{'neg': 0.172, 'neu': 0.687, 'pos': 0.141, 'compound': 0.0258}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,iHerb Customer,Great procuct,This guaranteed potency is the way to go.   So happy Solaray has this.  Helps to sleep.,5/5,12/17/2023,Great procuct This guaranteed potency is the way to go.   So happy Solaray has this.  Helps to sleep.,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.902}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,iHerb Customer,Sleep,"The ingredient is calming, helps with sleep as well. Quality is great.",5/5,12/18/2023,"Sleep The ingredient is calming, helps with sleep as well. Quality is great.","{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.8885}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,Angie O.,:),:),5/5,12/19/2023,:) :),"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}",positive
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,Jack Russell,Honest ,"In my search I saw another Solary Passion Flower product at 350mg with a green cap/lid. It was more pills for less. At an earlier time I bought the 250mg extract with the red cap from a store (60 pills). I will continue to buy the red cap because it works - I don't know the green cap one so I will not buy it. Few of these natural type products work, but if I take two of PF before bed I go from getting 4 or 5 so-so hours of sleep to 7 or 8 sleeping-like-I-am-a-teenager-again hours of sleep. I went to WF's yesterday and bought some Passion Flower for about 3 times as much as here. I figured, hey it's WF's, it must be good; think again. The red cap Solaray 250mg extract actually works. - This is an honest  by a real consumer. Oh, and although I am lean and fit I suffer at times from sleep apnea. On some nights I will awake in the middle of the night with my heart pounding. It's my adrenaline that is jacked from a flight or fight reaction from having not breathed. When this happens I cannot get back to sleep for an hour or 2, if at all. So I wear an SPO2 monitor that goes on the wrist with a sensor that covers the end of a finger. If my O2 drops below 88% an alarm sounds waking me. It can be a real pain but it intervenes before the fight or flight kicks in. This is a big help. The apnea can be real bad if I have had a few drinks. I suspect that I whacked my head a few times over the years and probably did some minor brain damage to my sleep centers. This causes the apnea",5/5,12/20/2023,"Honest  In my search I saw another Solary Passion Flower product at 350mg with a green cap/lid. It was more pills for less. At an earlier time I bought the 250mg extract with the red cap from a store (60 pills). I will continue to buy the red cap because it works - I don't know the green cap one so I will not buy it. Few of these natural type products work, but if I take two of PF before bed I go from getting 4 or 5 so-so hours of sleep to 7 or 8 sleeping-like-I-am-a-teenager-again hours of sleep. I went to WF's yesterday and bought some Passion Flower for about 3 times as much as here. I figured, hey it's WF's, it must be good; think again. The red cap Solaray 250mg extract actually works. - This is an honest  by a real consumer. Oh, and although I am lean and fit I suffer at times from sleep apnea. On some nights I will awake in the middle of the night with my heart pounding. It's my adrenaline that is jacked from a flight or fight reaction from having not breathed. When this happens I cannot get back to sleep for an hour or 2, if at all. So I wear an SPO2 monitor that goes on the wrist with a sensor that covers the end of a finger. If my O2 drops below 88% an alarm sounds waking me. It can be a real pain but it intervenes before the fight or flight kicks in. This is a big help. The apnea can be real bad if I have had a few drinks. I suspect that I whacked my head a few times over the years and probably did some minor brain damage to my sleep centers. This causes the apnea","{'neg': 0.1, 'neu': 0.82, 'pos': 0.08, 'compound': -0.8381}",negative
Solaray Passion Flower Aerial Extract 60 Veg Caps,159552147,Craig B.,"It works for me,  calming my mind.","I have been using this on and off---it really seems to help calm me,  especially if I throw low dose lithium (10mg) and some other herbs like lemon balm and/or l-theanine with it.   I think the passion flower is the most potent of any of the others I use or have tried---all by itself.   I have tried Swanson brand---but the Solar Ray extract really seems to be the best by far.",5/5,12/21/2023,"It works for me,  calming my mind. I have been using this on and off---it really seems to help calm me,  especially if I throw low dose lithium (10mg) and some other herbs like lemon balm and/or l-theanine with it.   I think the passion flower is the most potent of any of the others I use or have tried---all by itself.   I have tried Swanson brand---but the Solar Ray extract really seems to be the best by far.","{'neg': 0.027, 'neu': 0.767, 'pos': 0.205, 'compound': 0.936}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,Dovelynn,Arrived on time,Package arrived on time. Started taking as recommended by my daughter. Too early to know if it helps.,5/5,12/22/2023,Arrived on time Package arrived on time. Started taking as recommended by my daughter. Too early to know if it helps.,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5267}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,Cindy,Feeling good,These work wonders. I no longer feel exhausted emotionally or mentally. This evens things out.,5/5,12/23/2023,Feeling good These work wonders. I no longer feel exhausted emotionally or mentally. This evens things out.,"{'neg': 0.223, 'neu': 0.569, 'pos': 0.209, 'compound': -0.0772}",negative
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,Donna,Relaxation!,This was recommended by someone and helps me sleep!,5/5,12/24/2023,Relaxation! This was recommended by someone and helps me sleep!,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.8118}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,Mary G.,Everything good.,"My daughter was on Adderall all during school. If there was a question ... increase the Adderall. My pharmacist we find a different and try other meds. Boy did he put my head in a spin. We found someone who thought the same thing. We slowly decreased off the Adderall and was put on the L-Theanine.
What a life saver- she is my little girl again. No outbursts, she is happy, I am thrilled. GREAT meds to take.",5/5,12/25/2023,"Everything good. My daughter was on Adderall all during school. If there was a question ... increase the Adderall. My pharmacist we find a different and try other meds. Boy did he put my head in a spin. We found someone who thought the same thing. We slowly decreased off the Adderall and was put on the L-Theanine.
What a life saver- she is my little girl again. No outbursts, she is happy, I am thrilled. GREAT meds to take.","{'neg': 0.022, 'neu': 0.788, 'pos': 0.19, 'compound': 0.9403}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,Adam A.,Your L-Theanine is Excellent,"Perfect to clam me down and wind down from the busy day to get into a sleepy state. Then in conjunction with meditation, I'm soundly a sleep all throughout the night and early morning",5/5,12/26/2023,"Your L-Theanine is Excellent Perfect to clam me down and wind down from the busy day to get into a sleepy state. Then in conjunction with meditation, I'm soundly a sleep all throughout the night and early morning","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.8126}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,George L.,L-Theanine,"I find this product surprisingly effective in both
mood and stress related areas. So happy I purchased it from Bronson. Their quality and products are top drawer.",5/5,12/27/2023,"L-Theanine I find this product surprisingly effective in both
mood and stress related areas. So happy I purchased it from Bronson. Their quality and products are top drawer.","{'neg': 0.08, 'neu': 0.602, 'pos': 0.318, 'compound': 0.807}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,TAMMY W.,Great supplement,Everyone in our home takes this regularly. It helps with stress and helps keep our focus on what is important instead of dwelling on issues we dont have control over in our crazy world.,5/5,12/28/2023,Great supplement Everyone in our home takes this regularly. It helps with stress and helps keep our focus on what is important instead of dwelling on issues we dont have control over in our crazy world.,"{'neg': 0.112, 'neu': 0.625, 'pos': 0.263, 'compound': 0.7184}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,Erin K.,Great Value Quick Shipping Taken Daily,My naturopath recommended L-theanine to me for my anxiety this blend also has passionflower which is very beneficial too. Its hard to find in Australia so I order this in bulk once a year.,5/5,12/29/2023,Great Value Quick Shipping Taken Daily My naturopath recommended L-theanine to me for my anxiety this blend also has passionflower which is very beneficial too. Its hard to find in Australia so I order this in bulk once a year.,"{'neg': 0.066, 'neu': 0.661, 'pos': 0.273, 'compound': 0.8655}",positive
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,secretshopper,Not sure.,It is difficult to evaluate the effect of this formula. BUT I have stopped using other sleep aids and am sleeping ok.,4/5,12/30/2023,Not sure. It is difficult to evaluate the effect of this formula. BUT I have stopped using other sleep aids and am sleeping ok.,"{'neg': 0.204, 'neu': 0.694, 'pos': 0.102, 'compound': -0.1977}",negative
"Bronson L-Theanine 200mg (Double-Strength) with Passion Flower Herb - Reducing Stress - Non-GMO Gluten Free, 120 Capsules",410180255,Megan,No results so far for anxiety,"I've been using this for a week now along with Prozac 20mg. I take 200mg of the L-theanine 1-2 times daily. I don't feel any more anxiety than usual while taking it but also don't feel a "" calming "" effect.  I haven't had any side effects though. I will continue to take this regularly hoping to see results. I have noticed an increase in focus and motivation which is a huge plus.",3/5,12/31/2023,"No results so far for anxiety I've been using this for a week now along with Prozac 20mg. I take 200mg of the L-theanine 1-2 times daily. I don't feel any more anxiety than usual while taking it but also don't feel a "" calming "" effect.  I haven't had any side effects though. I will continue to take this regularly hoping to see results. I have noticed an increase in focus and motivation which is a huge plus.","{'neg': 0.092, 'neu': 0.752, 'pos': 0.156, 'compound': 0.8047}",positive
